mes,date,ethereum,bitcoin,litecoin,monero,binance
Enero,2019-01-01,137.02410496049998,3779.072533685,31.18093087555,47.00811347929999,6.03852559807
Enero,2019-01-02,148.7900454615,3882.695384295,32.7796489037,50.58589446025,6.07843917951
Enero,2019-01-03,151.5307123565,3880.95400076,32.50659177385,50.9926307114,6.03833777625
Enero,2019-01-04,152.3930373035,3824.894098615,32.2304540429,50.156005779850005,5.9648059814500005
Enero,2019-01-05,157.5811544655,3870.901610955,34.244118245,50.75886949935,6.119223690175
Enero,2019-01-06,155.728685318,3959.905253425,37.37160002925,52.3743611222,6.268412436625
Enero,2019-01-07,154.800575472,4056.753693925,38.6306512982,53.72184893175,6.33071071941
Enero,2019-01-08,151.147657694,4052.98816071,39.4348245284,53.7667568615,6.573391861815001
Enero,2019-01-09,151.955318396,4045.533195135,39.59067031145,53.489329564650006,6.719483033865
Enero,2019-01-10,139.338825693,3861.620544855,36.277891587300005,49.02882333875,6.24221724393
Enero,2019-01-11,127.705438541,3683.475825825,33.07238752415,45.9396211061,6.03994407715
Enero,2019-01-12,127.056441838,3676.394602915,32.48475032145,45.322769347450006,6.008290047985
Enero,2019-01-13,121.176922544,3609.843607545,31.633138360750003,44.1743546754,5.747089456105
Enero,2019-01-14,123.912152156,3640.06072143,31.52204968075,44.74779111305,5.866850355895
Enero,2019-01-15,125.527543128,3670.051270985,31.89343773515,45.55853013225,5.99058073526
Enero,2019-01-16,124.2798338035,3655.225223935,31.7572254055,45.4525758122,6.0749373953550005
Enero,2019-01-17,122.5438738235,3651.04850174,31.3115172758,45.6133965008,6.249832429175
Enero,2019-01-18,122.0417973685,3659.800433625,31.448087311,45.2900623358,6.512220095045
Enero,2019-01-19,123.5326305625,3705.45567926,32.24039248655,45.67301399505,6.542109018445
Enero,2019-01-20,121.8863576,3663.203728585,32.14482125395,45.2098970034,6.553047086185
Enero,2019-01-21,117.9364374965,3583.688998605,31.17292492545,44.23718977215,6.50068005238
Enero,2019-01-22,117.170510846,3580.23393733,31.17222330585,45.2865762195,6.47642981118
Enero,2019-01-23,117.8997223565,3594.190892695,31.972295847,45.3061165659,6.505209112715
Enero,2019-01-24,117.019452741,3592.59013059,32.234877164,45.56151949865,6.503878083625
Enero,2019-01-25,116.8165743225,3594.262497735,32.741465246299995,46.11281673924999,6.652258247995
Enero,2019-01-26,117.0323455015,3624.139515165,33.408318389049995,46.2687159193,6.865162122279999
Enero,2019-01-27,115.045350091,3589.95859272,32.713126063000004,46.0315150291,7.05383700235
Enero,2019-01-28,108.512347113,3512.991943775,31.6199291607,44.9461711113,6.648125558165
Enero,2019-01-29,105.582509564,3438.44254517,30.94739226045,43.44852099895,6.1871740787450005
Enero,2019-01-30,107.1483872495,3462.281417835,31.47644556405,43.7453359159,6.13812974845
Enero,2019-01-31,108.491855869,3476.36035043,31.91637818645,43.9388395619,6.180971674045
Febrero,2019-02-01,106.8426034865,3466.7728131000003,32.28828965855,43.5390225674,6.410161116365
Febrero,2019-02-02,108.708948378,3495.43100718,33.64263081285,42.89989291005,6.708357890109999
Febrero,2019-02-03,108.6956689995,3484.656267115,33.843062116300004,43.1504654793,6.771222948429999
Febrero,2019-02-04,107.8842279205,3459.40534904,33.9463729221,42.6336856816,6.93884420569
Febrero,2019-02-05,107.5223412575,3465.0425341600003,34.08306763065,43.09740746445,7.43474742408
Febrero,2019-02-06,105.2519312435,3433.82854148,33.4453911353,42.8918574171,7.936177790415
Febrero,2019-02-07,105.234004473,3411.08210855,33.23552424165,43.41815648535,8.065386368870001
Febrero,2019-02-08,112.000124538,3543.318863845,38.45452216005,46.33234382215,8.24059835877
Febrero,2019-02-09,119.345067402,3663.250422515,44.0666724837,48.3408495688,8.69976040692
Febrero,2019-02-10,120.979701087,3668.007983695,44.9989427416,48.53323697325,9.09672586923
Febrero,2019-02-11,122.5916417385,3668.950385945,44.63958612865,48.6580165266,9.48816736886
Febrero,2019-02-12,121.5341629995,3643.571879455,43.34323461685,48.4326823023,9.364700252235
Febrero,2019-02-13,123.5815985235,3643.49646956,42.96342892785,49.78000474805,9.058745732695
Febrero,2019-02-14,122.893438965,3626.97719854,41.91020592305,47.96900883515,8.763898499895
Febrero,2019-02-15,122.5160202025,3628.00074842,42.64775491635,47.6222621741,9.14299086846
Febrero,2019-02-16,123.215058474,3634.05576717,43.37563766885,47.602155424550006,9.20768483709
Febrero,2019-02-17,128.7758542725,3649.859709315,43.7804585293,47.44460532545,9.069653336035
Febrero,2019-02-18,140.3442641,3803.32366234,46.5307942061,50.1242962892,9.46192034994
Febrero,2019-02-19,147.5292223345,3959.51619467,48.2260070349,52.54248382335,10.34538502343
Febrero,2019-02-20,146.02823528800002,3963.36660967,49.78466183945,51.75114483065,10.9232001182
Febrero,2019-02-21,146.95807233099998,3975.05883506,50.25849163155,51.23529612705,10.61001834555
Febrero,2019-02-22,147.23757891449998,3978.67740707,49.372528293200006,51.522680099750005,10.71173769835
Febrero,2019-02-23,153.22846523700002,4067.50642983,50.2767100924,52.87012434825,10.66216324645
Febrero,2019-02-24,150.70114053100002,4002.17537999,48.53599558695,52.9189610625,10.354714525775
Febrero,2019-02-25,139.004703108,3860.354855395,45.883402853350006,49.44534697075,9.917372697465
Febrero,2019-02-26,138.27802510200002,3864.78270018,45.8056266094,49.57273151745,9.66278436112
Febrero,2019-02-27,136.4695760445,3837.9306823,45.2756073617,49.36451356085,9.775739932425
Febrero,2019-02-28,137.25236364,3875.939904525,46.2588539705,49.6250858362,10.22205704062
Marzo,2019-03-01,137.715031058,3879.743917725,47.56885955585,49.57296276775,10.9665615644
Marzo,2019-03-02,134.8105928055,3853.367728295,48.552346572800005,49.59044943725,11.4382844883
Marzo,2019-03-03,133.589074411,3856.194723905,48.73952326605,49.8678746958,11.6585213421
Marzo,2019-03-04,129.065919741,3800.56573612,47.25133847935,48.819256803550005,11.33497399445
Marzo,2019-03-05,132.4826344865,3824.54996762,50.0831116357,49.27520510705,12.6809157004
Marzo,2019-03-06,138.0573703835,3895.48555609,54.27201212895,50.24359622295,13.83406406425
Marzo,2019-03-07,139.06550922399998,3916.74317597,57.0394549344,51.5129955139,15.0446720704
Marzo,2019-03-08,136.5283967375,3912.830330995,56.55173695025,50.49139184045,14.54185713255
Marzo,2019-03-09,136.898264395,3939.814125985,57.64376203095,50.60929307385,14.5271587825
Marzo,2019-03-10,136.97799693000002,3945.27764627,57.42130496055,50.70918704975,14.3377305986
Marzo,2019-03-11,135.2281088055,3927.81193469,56.3379774673,50.17342976885,14.59232839985
Marzo,2019-03-12,133.10880784199998,3895.22409145,55.3794000227,50.4832372722,14.916167193
Marzo,2019-03-13,133.66574973000002,3909.25096003,56.32196119275,51.80965244215,15.2730530461
Marzo,2019-03-14,133.9654610175,3923.90058194,56.77065257535,52.2877888507,14.98992505495
Marzo,2019-03-15,135.98114499349998,3941.27911144,57.9639150064,52.95375952955,15.1536955021
Marzo,2019-03-16,141.2352008945,4019.34690443,60.54379043495,54.4679923826,15.5908750942
Marzo,2019-03-17,140.84771224899998,4030.266580935,61.38608991565,53.7285930055,15.88992876155
Marzo,2019-03-18,140.554388678,4040.33697884,61.13653887695,53.34831994375,15.67320384065
Marzo,2019-03-19,140.0660364645,4053.014278235,60.3497456674,54.25034697895,15.71176675145
Marzo,2019-03-20,139.6263009805,4060.286316465,59.7632229426,55.20753159815,15.45108841305
Marzo,2019-03-21,138.42933050800002,4051.25561353,59.9109364907,54.626141718300005,14.8963969823
Marzo,2019-03-22,137.5114540645,4037.72455574,59.5861368775,53.8054851858,14.85545929395
Marzo,2019-03-23,138.1487080935,4032.9235917,60.60740519805,53.86235337335,15.3252328961
Marzo,2019-03-24,137.3446816335,4023.446236325,60.48025208825,53.85286642655,16.1467023941
Marzo,2019-03-25,135.592750387,3986.43612813,59.96323111,52.5977053047,16.8162541373
Marzo,2019-03-26,134.60884865100002,3964.916987505,58.9939711198,51.721583095750006,16.3027283601
Marzo,2019-03-27,138.208569384,4032.438348065,60.80665841695,53.932201756050006,16.50215912515
Marzo,2019-03-28,139.716552181,4067.58430741,61.48401056005,54.22872707075,16.761238698
Marzo,2019-03-29,140.2971702295,4073.79899676,60.8960603346,53.26035626605,16.6745233442
Marzo,2019-03-30,145.32248645599998,4175.358150435,62.23703582155,54.6445643576,16.65518591395
Marzo,2019-03-31,141.443292112,4103.56223114,60.53134131385,54.80580187525,17.1703917682